Name,Type1,Type2,BST,HP,Attack,Defense,SpAtk,SpDef,Speed,Generation,Personality,Hardy,Lonely,Adamant,Naughty,Brave,Bold,Docile,Impish,Lax,Relaxed,Modest,Mild,Bashful,Rash,Quiet,Calm,Gentle,Careful,Quirky,Sassy,Timid,Hasty,Jolly,Naive,Serious,,AtkAverage,DefAverage,SpAAverage,SpDAverage,SpAverage,,AtkRank,DefRank,SpARank,SpDAverage,SpAverage
Zamazenta,Fighting, ,660,92,120,115,80,115,138,8,Jolly,4.5,0.8,6.1,0.8,-2.7,-0.8,4.4,5.3,0.0,-3.5,-6.1,-5.3,3.0,-5.3,-8.8,-6.1,-5.3,3.0,-5.3,-8.8,2.7,3.5,8.8,3.5,5.2,,1.88,1.08,-4.48,-4.48,4.74,,2,3,4,4,1
Zamazenta,Fighting,Steel,700,92,120,140,80,140,128,8,Impish,4.3,-2.9,5.7,-2.9,-1.1,2.9,5.0,8.6,0.0,1.7,-5.7,-8.6,2.9,-8.6,-6.9,-5.7,-8.6,2.9,-8.6,-6.9,1.1,-1.7,6.9,-1.7,4.6,,0.63,3.63,-5.37,-5.37,1.83,,3,1,4,4,2
Eternatus,Poison,Dragon,690,140,85,95,145,95,130,8,Modest,3.1,-1.4,-8.7,-1.4,-6.5,1.4,3.4,-7.2,0.0,-5.1,8.7,7.2,5.3,7.2,2.2,8.7,7.2,5.3,7.2,2.2,6.5,5.1,-2.2,5.1,4.7,,-3.01,-1.49,6.12,6.12,3.84,,5,4,1,1,3
Eternatus,Poison,Dragon,1125,255,115,250,125,250,130,8,Bold,2.6,-12.0,-0.9,-12.0,-1.3,12.0,5.6,11.1,0.0,10.7,0.9,-11.1,2.8,-11.1,-0.4,0.9,-11.1,2.8,-11.1,-0.4,1.3,-10.7,0.4,-10.7,2.9,,-4.73,7.87,-3.80,-3.80,-3.33,,5,1,3,3,2
Kubfu,Fighting, ,385,60,90,60,53,50,72,8,Naughty,5.8,7.8,9.6,10.4,4.7,-7.8,3.9,1.8,2.6,-3.1,-9.6,-1.8,3.4,0.8,-4.9,-9.6,-1.8,3.4,0.8,-4.9,-4.7,3.1,4.9,5.7,4.7,,7.66,-0.52,-2.43,-2.43,2.75,,1,3,4,4,2
Urshifu,Fighting,Dark,550,100,130,100,63,60,97,8,Naughty,5.9,5.5,12.2,12.7,6.0,-5.5,4.5,6.7,7.3,0.5,-12.2,-6.7,2.9,0.5,-6.2,-12.2,-6.7,2.9,0.5,-6.2,-6.0,-0.5,6.2,6.7,4.4,,8.45,2.73,-4.34,-4.34,2.15,,1,2,4,4,3
Urshifu,Fighting,Water,550,100,130,100,63,60,97,8,Naughty,5.9,5.5,12.2,12.7,6.0,-5.5,4.5,6.7,7.3,0.5,-12.2,-6.7,2.9,0.5,-6.2,-12.2,-6.7,2.9,0.5,-6.2,-6.0,-0.5,6.2,6.7,4.4,,8.45,2.73,-4.34,-4.34,2.15,,1,2,4,4,3
Zarude,Dark,Grass,600,105,120,105,70,95,105,8,Adamant,5.0,2.5,8.3,4.2,2.5,-2.5,4.4,5.8,1.7,0.0,-8.3,-5.8,2.9,-4.2,-5.8,-8.3,-5.8,2.9,-4.2,-5.8,-2.5,0.0,5.8,1.7,4.4,,4.50,1.88,-4.25,-4.25,1.88,,1,2,4,4,2
Regieleki,Electric, ,580,80,100,50,100,50,200,8,Hasty,4.3,8.6,0.0,8.6,-17.2,-8.6,2.2,-8.6,0.0,-25.9,0.0,8.6,4.3,8.6,-17.2,0.0,8.6,4.3,8.6,-17.2,17.2,25.9,17.2,25.9,8.6,,0.86,-8.19,0.86,0.86,18.97,,2,5,2,2,1
Regidrago,Dragon, ,580,200,100,50,100,50,80,8,Lonely,4.3,8.6,0.0,8.6,3.4,-8.6,2.2,-8.6,0.0,-5.2,0.0,8.6,4.3,8.6,3.4,0.0,8.6,4.3,8.6,3.4,-3.4,5.2,-3.4,5.2,3.4,,5.00,-4.05,5.00,5.00,1.38,,1,5,1,1,4
Glastrier,Ice, ,580,100,145,130,65,110,30,8,Brave,6.3,2.6,13.8,6.0,19.8,-2.6,5.6,11.2,3.4,17.2,-13.8,-11.2,2.8,-7.8,6.0,-13.8,-11.2,2.8,-7.8,6.0,-19.8,-17.2,-6.0,-13.8,1.3,,9.70,6.98,-4.78,-4.78,-11.12,,1,2,3,3,5
Spectrier,Ghost, ,580,100,65,60,145,80,130,8,Mild,2.8,0.9,-13.8,-2.6,-11.2,-0.9,2.6,-14.7,-3.4,-12.1,13.8,14.7,6.3,11.2,2.6,13.8,14.7,6.3,11.2,2.6,11.2,12.1,-2.6,8.6,5.6,,-4.78,-5.69,9.70,9.70,6.98,,4,5,1,1,3
Calyrex,Psychic,Grass,500,100,80,80,80,80,80,8,Hardy,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,0.80,0.80,0.80,0.80,0.80,,1,1,1,1,1
Calyrex,Psychic,Ice,680,100,165,150,85,130,50,8,Brave,6.1,2.2,11.8,5.1,16.9,-2.2,5.5,9.6,2.9,14.7,-11.8,-9.6,3.1,-6.6,5.1,-11.8,-9.6,3.1,-6.6,5.1,-16.9,-14.7,-5.1,-11.8,1.8,,8.42,6.10,-3.93,-3.93,-9.34,,1,2,3,3,5
Calyrex,Psychic,Ghost,680,100,85,80,165,100,150,8,Mild,3.1,0.7,-11.8,-2.2,-9.6,-0.7,2.9,-12.5,-2.9,-10.3,11.8,12.5,6.1,9.6,2.2,11.8,12.5,6.1,9.6,2.2,9.6,10.3,-2.2,7.4,5.5,,-3.93,-4.71,8.42,8.42,6.10,,4,5,1,1,3
Wyrdeer,Normal,Psychic,525,103,105,72,105,75,65,8,Brave,5.0,6.3,0.0,5.7,7.6,-6.3,3.4,-6.3,-0.6,1.3,0.0,6.3,5.0,5.7,7.6,0.0,6.3,5.0,5.7,7.6,-7.6,-1.3,-7.6,-1.9,3.1,,4.92,-1.68,4.92,4.92,-3.08,,1,4,1,1,5
Kleavor,Bug,Rock,500,70,130,95,45,75,85,8,Adamant,6.5,7.0,17.0,11.0,9.0,-7.0,4.8,10.0,4.0,2.0,-17.0,-10.0,2.3,-6.0,-8.0,-17.0,-10.0,2.3,-6.0,-8.0,-9.0,-2.0,8.0,2.0,4.3,,10.10,2.75,-7.75,-7.75,0.65,,1,2,4,4,3
Ursaluna,Ground,Normal,550,130,140,105,45,80,50,8,Adamant,6.4,6.4,17.3,10.9,16.4,-6.4,4.8,10.9,4.5,10.0,-17.3,-10.9,2.0,-6.4,-0.9,-17.3,-10.9,2.0,-6.4,-0.9,-16.4,-10.0,0.9,-5.5,2.3,,11.45,4.77,-6.68,-6.68,-5.73,,1,2,4,4,3
Basculegion,Water,Ghost,530,120,112,65,80,75,78,8,Lonely,5.3,8.9,6.0,7.0,6.4,-8.9,3.1,-2.8,-1.9,-2.5,-6.0,2.8,3.8,0.9,0.4,-6.0,2.8,3.8,0.9,0.4,-6.4,2.5,-0.4,0.6,3.7,,6.72,-2.59,0.38,0.38,-0.02,,1,5,2,2,4
Basculegion,Water,Ghost,530,120,92,65,100,75,78,8,Mild,4.3,5.1,-1.5,3.2,2.6,-5.1,3.1,-6.6,-1.9,-2.5,1.5,6.6,4.7,4.7,4.2,1.5,6.6,4.7,4.7,4.2,-2.6,2.5,-4.2,0.6,3.7,,2.75,-2.59,4.34,4.34,-0.02,,3,5,1,1,4
Sneasler,Fighting,Poison,510,80,130,60,40,80,120,8,Adamant,6.4,13.7,17.6,9.8,2.0,-13.7,2.9,3.9,-3.9,-11.8,-17.6,-3.9,2.0,-7.8,-15.7,-17.6,-3.9,2.0,-7.8,-15.7,-2.0,11.8,15.7,7.8,5.9,,9.90,-4.51,-8.63,-8.63,7.84,,1,3,4,4,2
Overqwil,Dark,Poison,510,85,115,95,65,65,85,8,Adamant,5.6,3.9,9.8,9.8,5.9,-3.9,4.7,5.9,5.9,2.0,-9.8,-5.9,3.2,0.0,-3.9,-9.8,-5.9,3.2,0.0,-3.9,-5.9,-2.0,3.9,3.9,4.2,,7.01,2.89,-3.28,-3.28,0.83,,1,2,4,4,3
Enamorus,Fairy,Flying,580,74,115,70,135,80,106,8,Mild,5.0,7.8,-3.4,6.0,1.6,-7.8,3.0,-11.2,-1.7,-6.2,3.4,11.2,5.8,9.5,5.0,3.4,11.2,5.8,9.5,5.0,-1.6,6.2,-5.0,4.5,4.6,,3.37,-4.78,6.99,6.99,1.74,,3,5,1,1,4
Enamorus,Fairy,Flying,580,74,115,110,135,100,46,8,Quiet,5.0,0.9,-3.4,2.6,11.9,-0.9,4.7,-4.3,1.7,11.0,3.4,4.3,5.8,6.0,15.3,3.4,4.3,5.8,6.0,15.3,-11.9,-11.0,-15.3,-9.3,2.0,,3.37,2.47,6.99,6.99,-9.12,,3,4,1,1,5
Tauros,Fighting, ,490,75,110,105,30,70,100,9,Adamant,5.6,1.0,16.3,8.2,2.0,-1.0,5.4,15.3,7.1,1.0,-16.3,-15.3,1.5,-8.2,-14.3,-16.3,-15.3,1.5,-8.2,-14.3,-2.0,-1.0,14.3,6.1,5.1,,6.63,5.56,-10.51,-10.51,4.49,,1,2,4,4,3
Tauros,Fighting,Fire,490,75,110,105,30,70,100,9,Adamant,5.6,1.0,16.3,8.2,2.0,-1.0,5.4,15.3,7.1,1.0,-16.3,-15.3,1.5,-8.2,-14.3,-16.3,-15.3,1.5,-8.2,-14.3,-2.0,-1.0,14.3,6.1,5.1,,6.63,5.56,-10.51,-10.51,4.49,,1,2,4,4,3
Tauros,Fighting,Water,490,75,110,105,30,70,100,9,Adamant,5.6,1.0,16.3,8.2,2.0,-1.0,5.4,15.3,7.1,1.0,-16.3,-15.3,1.5,-8.2,-14.3,-16.3,-15.3,1.5,-8.2,-14.3,-2.0,-1.0,14.3,6.1,5.1,,6.63,5.56,-10.51,-10.51,4.49,,1,2,4,4,3
Wooper,Poison,Ground,210,55,45,45,25,25,15,9,Brave,5.4,0.0,9.5,9.5,14.3,0.0,5.4,9.5,9.5,14.3,-9.5,-9.5,3.0,0.0,4.8,-9.5,-9.5,3.0,0.0,4.8,-14.3,-14.3,-4.8,-4.8,1.8,,7.74,7.74,-2.26,-2.26,-7.26,,1,1,3,3,5
Sprigatito,Grass, ,310,40,61,54,45,45,65,9,Jolly,4.9,2.3,5.2,5.2,-1.3,-2.3,4.4,2.9,2.9,-3.5,-5.2,-2.9,3.6,0.0,-6.5,-5.2,-2.9,3.6,0.0,-6.5,1.3,3.5,6.5,6.5,5.2,,3.24,0.87,-2.18,-2.18,4.60,,2,3,4,4,1
Floragato,Grass, ,410,61,80,63,60,63,83,9,Jolly,4.9,4.1,4.9,4.1,-0.7,-4.1,3.8,0.7,0.0,-4.9,-4.9,-0.7,3.7,-0.7,-5.6,-4.9,-0.7,3.7,-0.7,-5.6,0.7,4.9,5.6,4.9,5.1,,3.46,-0.89,-1.66,-1.66,4.23,,2,3,4,4,1
Meowscarada,Grass,Dark,530,76,110,70,81,70,123,9,Hasty,5.2,7.5,5.5,7.5,-2.5,-7.5,3.3,-2.1,0.0,-10.0,-5.5,2.1,3.8,2.1,-7.9,-5.5,2.1,3.8,2.1,-7.9,2.5,10.0,7.9,10.0,5.8,,4.66,-3.26,-1.08,-1.08,7.24,,2,5,3,3,1
Fuecoco,Fire, ,310,67,45,59,63,40,36,9,Quiet,3.6,-4.5,-5.8,1.6,2.9,4.5,4.8,-1.3,6.1,7.4,5.8,1.3,5.1,7.4,8.7,5.8,1.3,5.1,7.4,8.7,-2.9,-7.4,-8.7,-1.3,2.9,,-0.44,4.31,5.66,5.66,-3.48,,4,3,1,1,5
Crocalor,Fire, ,411,81,55,78,90,58,49,9,Quiet,3.3,-5.6,-8.5,-0.7,1.5,5.6,4.7,-2.9,4.9,7.1,8.5,2.9,5.5,7.8,10.0,8.5,2.9,5.5,7.8,10.0,-1.5,-7.1,-10.0,-2.2,3.0,,-2.01,3.87,6.93,6.93,-3.54,,4,3,1,1,5
Skeledirge,Fire,Ghost,530,104,75,100,110,75,66,9,Quiet,3.5,-4.7,-6.6,0.0,1.7,4.7,4.7,-1.9,4.7,6.4,6.6,1.9,5.2,6.6,8.3,6.6,1.9,5.2,6.6,8.3,-1.7,-6.4,-8.3,-1.7,3.1,,-1.22,3.74,5.72,5.72,-3.00,,4,3,1,1,5
Quaxly,Water, ,310,55,65,45,50,45,50,9,Lonely,5.2,6.5,4.8,6.5,4.8,-6.5,3.6,-1.6,0.0,-1.6,-4.8,1.6,4.0,1.6,0.0,-4.8,1.6,4.0,1.6,0.0,-4.8,1.6,0.0,1.6,4.0,,5.56,-1.21,0.48,0.48,0.48,,1,5,2,2,2
Quaxwell,Water, ,410,70,85,65,65,60,65,9,Naughty,5.2,4.9,4.9,6.1,4.9,-4.9,4.0,0.0,1.2,0.0,-4.9,0.0,4.0,1.2,0.0,-4.9,0.0,4.0,1.2,0.0,-4.9,0.0,0.0,1.2,4.0,,5.18,0.06,0.06,0.06,0.06,,1,2,2,2,2
Quaquaval,Water,Fighting,530,85,120,80,85,75,85,9,Naughty,5.7,7.5,6.6,8.5,6.6,-7.5,3.8,-0.9,0.9,-0.9,-6.6,0.9,4.0,1.9,0.0,-6.6,0.9,4.0,1.9,0.0,-6.6,0.9,0.0,1.9,4.0,,6.98,-0.94,0.05,0.05,0.05,,1,5,2,2,2
Lechonk,Normal, ,254,54,45,40,35,45,35,9,Hardy,4.4,2.0,3.9,0.0,3.9,-2.0,3.9,2.0,-2.0,2.0,-3.9,-2.0,3.4,-3.9,0.0,-3.9,-2.0,3.4,-3.9,0.0,-3.9,-2.0,0.0,-3.9,3.4,,2.85,0.79,-1.28,-1.28,-1.28,,1,2,3,3,5
Oinkologne,Normal, ,489,110,100,75,59,80,65,9,Adamant,5.1,5.1,8.4,4.1,7.2,-5.1,3.8,3.3,-1.0,2.0,-8.4,-3.3,3.0,-4.3,-1.2,-8.4,-3.3,3.0,-4.3,-1.2,-7.2,-2.0,1.2,-3.1,3.3,,5.97,0.60,-2.83,-2.83,-1.54,,1,2,4,4,3
Oinkologne,Normal, ,489,115,90,70,59,90,65,9,Adamant,4.6,4.1,6.3,0.0,5.1,-4.1,3.6,2.2,-4.1,1.0,-6.3,-2.2,3.0,-6.3,-1.2,-6.3,-2.2,3.0,-6.3,-1.2,-5.1,-1.0,1.2,-5.1,3.3,,4.03,-0.27,-2.63,-2.63,-1.34,,1,2,4,4,3
Tarountula,Bug, ,210,35,41,45,29,40,20,9,Relaxed,4.9,-1.9,5.7,0.5,10.0,1.9,5.4,7.6,2.4,11.9,-5.7,-7.6,3.5,-5.2,4.3,-5.7,-7.6,3.5,-5.2,4.3,-10.0,-11.9,-4.3,-9.5,2.4,,3.83,5.83,-2.17,-2.17,-6.67,,2,1,3,3,5
Spidops,Bug, ,404,60,79,92,52,86,35,9,Relaxed,4.9,-3.2,6.7,-1.7,10.9,3.2,5.7,9.9,1.5,14.1,-6.7,-9.9,3.2,-8.4,4.2,-6.7,-9.9,3.2,-8.4,4.2,-10.9,-14.1,-4.2,-12.6,2.2,,3.50,6.88,-3.51,-3.51,-7.93,,2,1,3,3,5
Nymble,Bug, ,210,33,46,40,21,25,45,9,Adamant,5.5,2.9,11.9,10.0,0.5,-2.9,4.8,9.0,7.1,-2.4,-11.9,-9.0,2.5,-1.9,-11.4,-11.9,-9.0,2.5,-1.9,-11.4,-0.5,2.4,11.4,9.5,5.4,,6.14,3.14,-6.36,-6.36,5.64,,1,3,4,4,2
Lokix,Bug,Dark,450,71,102,78,52,55,92,9,Adamant,5.7,5.3,11.1,10.4,2.2,-5.3,4.3,5.8,5.1,-3.1,-11.1,-5.8,2.9,-0.7,-8.9,-11.1,-5.8,2.9,-0.7,-8.9,-2.2,3.1,8.9,8.2,5.1,,6.96,1.36,-4.71,-4.71,4.62,,1,3,4,4,2
Pawmi,Electric, ,240,45,50,20,40,25,60,9,Hasty,5.2,12.5,4.2,10.4,-4.2,-12.5,2.1,-8.3,-2.1,-16.7,-4.2,8.3,4.2,6.3,-8.3,-4.2,8.3,4.2,6.3,-8.3,4.2,16.7,8.3,14.6,6.3,,5.63,-7.50,1.25,1.25,10.00,,2,5,3,3,1
Pawmo,Electric,Fighting,350,60,75,40,50,40,85,9,Hasty,5.4,10.0,7.1,10.0,-2.9,-10.0,2.9,-2.9,0.0,-12.9,-7.1,2.9,3.6,2.9,-10.0,-7.1,2.9,3.6,2.9,-10.0,2.9,12.9,10.0,12.9,6.1,,5.93,-4.57,-1.57,-1.57,8.93,,2,5,3,3,1
Pawmot,Electric,Fighting,490,70,115,70,70,60,105,9,Naughty,5.9,9.2,9.2,11.2,2.0,-9.2,3.6,0.0,2.0,-7.1,-9.2,0.0,3.6,2.0,-7.1,-9.2,0.0,3.6,2.0,-7.1,-2.0,7.1,7.1,9.2,5.4,,7.50,-2.14,-2.14,-2.14,5.36,,1,3,3,3,2
Tandemaus,Normal, ,305,50,50,45,40,45,75,9,Jolly,4.1,1.6,3.3,1.6,-8.2,-1.6,3.7,1.6,0.0,-9.8,-3.3,-1.6,3.3,-1.6,-11.5,-3.3,-1.6,3.3,-1.6,-11.5,8.2,9.8,11.5,9.8,6.1,,0.49,-1.23,-2.95,-2.95,9.10,,2,3,4,4,1
Maushold,Normal, ,470,74,75,70,65,75,111,9,Jolly,4.0,1.1,2.1,0.0,-7.7,-1.1,3.7,1.1,-1.1,-8.7,-2.1,-1.1,3.5,-2.1,-9.8,-2.1,-1.1,3.5,-2.1,-9.8,7.7,8.7,9.8,7.7,5.9,,-0.10,-1.21,-2.33,-2.33,7.95,,2,3,4,4,1
Maushold,Normal, ,470,74,75,70,65,75,111,9,Jolly,4.0,1.1,2.1,0.0,-7.7,-1.1,3.7,1.1,-1.1,-8.7,-2.1,-1.1,3.5,-2.1,-9.8,-2.1,-1.1,3.5,-2.1,-9.8,7.7,8.7,9.8,7.7,5.9,,-0.10,-1.21,-2.33,-2.33,7.95,,2,3,4,4,1
Fidough,Fairy, ,312,37,55,70,30,55,65,9,Impish,4.4,-4.8,8.0,0.0,-3.2,4.8,5.6,12.8,4.8,1.6,-8.0,-12.8,2.4,-8.0,-11.2,-8.0,-12.8,2.4,-8.0,-11.2,3.2,-1.6,11.2,3.2,5.2,,0.88,5.93,-7.53,-7.53,4.25,,3,1,4,4,2
Dachsbun,Fairy, ,477,57,80,115,50,80,95,9,Impish,4.2,-7.3,6.3,0.0,-3.1,7.3,6.0,13.6,7.3,4.2,-6.3,-13.6,2.6,-6.3,-9.4,-6.3,-13.6,2.6,-6.3,-9.4,3.1,-4.2,9.4,3.1,5.0,,0.00,7.70,-6.60,-6.60,3.30,,3,1,4,4,2
Smoliv,Grass,Normal,260,41,35,45,58,51,30,9,Quiet,3.4,-3.8,-8.8,-6.2,1.9,3.8,4.3,-5.0,-2.3,5.8,8.8,5.0,5.6,2.7,10.8,8.8,5.0,5.6,2.7,10.8,-1.9,-5.8,-10.8,-8.1,2.9,,-2.71,1.33,6.58,6.58,-4.73,,4,3,1,1,5
Dolliv,Grass,Normal,354,52,53,60,78,78,33,9,Quiet,3.7,-2.0,-7.1,-7.1,5.6,2.0,4.2,-5.1,-5.1,7.6,7.1,5.1,5.5,0.0,12.7,7.1,5.1,5.5,0.0,12.7,-5.6,-7.6,-12.7,-12.7,2.3,,-1.34,0.73,6.07,6.07,-7.27,,4,3,1,1,5
Arboliva,Grass,Normal,510,78,69,90,125,109,39,9,Quiet,3.4,-4.1,-11.0,-7.8,5.9,4.1,4.4,-6.9,-3.7,10.0,11.0,6.9,6.1,3.1,16.9,11.0,6.9,6.1,3.1,16.9,-5.9,-10.0,-16.9,-13.7,1.9,,-2.74,1.59,8.79,8.79,-8.91,,4,3,1,1,5
Squawkabilly,Normal,Flying,417,82,96,51,45,51,92,9,Adamant,5.8,10.8,12.2,10.8,1.0,-10.8,3.1,1.4,0.0,-9.8,-12.2,-1.4,2.7,-1.4,-11.3,-12.2,-1.4,2.7,-1.4,-11.3,-1.0,9.8,11.3,9.8,5.5,,8.11,-3.23,-4.74,-4.74,7.10,,1,3,4,4,2
Squawkabilly,Normal,Flying,417,82,96,51,45,51,92,9,Adamant,5.8,10.8,12.2,10.8,1.0,-10.8,3.1,1.4,0.0,-9.8,-12.2,-1.4,2.7,-1.4,-11.3,-12.2,-1.4,2.7,-1.4,-11.3,-1.0,9.8,11.3,9.8,5.5,,8.11,-3.23,-4.74,-4.74,7.10,,1,3,4,4,2
Squawkabilly,Normal,Flying,417,82,96,51,45,51,92,9,Adamant,5.8,10.8,12.2,10.8,1.0,-10.8,3.1,1.4,0.0,-9.8,-12.2,-1.4,2.7,-1.4,-11.3,-12.2,-1.4,2.7,-1.4,-11.3,-1.0,9.8,11.3,9.8,5.5,,8.11,-3.23,-4.74,-4.74,7.10,,1,3,4,4,2
Squawkabilly,Normal,Flying,417,82,96,51,45,51,92,9,Adamant,5.8,10.8,12.2,10.8,1.0,-10.8,3.1,1.4,0.0,-9.8,-12.2,-1.4,2.7,-1.4,-11.3,-12.2,-1.4,2.7,-1.4,-11.3,-1.0,9.8,11.3,9.8,5.5,,8.11,-3.23,-4.74,-4.74,7.10,,1,3,4,4,2
Nacli,Rock, ,280,55,55,75,35,35,25,9,Relaxed,4.9,-7.1,7.1,7.1,10.7,7.1,6.7,14.3,14.3,17.9,-7.1,-14.3,3.1,0.0,3.6,-7.1,-14.3,3.1,0.0,3.6,-10.7,-17.9,-3.6,-3.6,2.2,,4.55,12.05,-2.95,-2.95,-6.70,,2,1,3,3,5
Naclstack,Rock, ,355,60,60,100,35,65,35,9,Impish,4.2,-11.3,7.0,-1.4,7.0,11.3,7.0,18.3,9.9,18.3,-7.0,-18.3,2.5,-8.5,0.0,-7.0,-18.3,2.5,-8.5,0.0,-7.0,-18.3,0.0,-8.5,2.5,,1.13,12.96,-6.27,-6.27,-6.27,,2,1,3,3,3
Garganacl,Rock, ,500,100,100,130,45,90,35,9,Relaxed,5.0,-6.0,11.0,2.0,13.0,6.0,6.5,17.0,8.0,19.0,-11.0,-17.0,2.3,-9.0,2.0,-11.0,-17.0,2.3,-9.0,2.0,-13.0,-19.0,-2.0,-11.0,1.8,,5.00,11.30,-6.55,-6.55,-8.65,,2,1,3,3,5
Charcadet,Fire, ,255,40,50,40,50,40,35,9,Brave,4.9,3.9,0.0,3.9,5.9,-3.9,3.9,-3.9,0.0,2.0,0.0,3.9,4.9,3.9,5.9,0.0,3.9,4.9,3.9,5.9,-5.9,-2.0,-5.9,-2.0,3.4,,3.73,-0.39,3.73,3.73,-2.45,,1,4,1,1,5
Armarouge,Fire,Psychic,525,85,60,100,125,80,75,9,Modest,2.9,-7.6,-12.4,-3.8,-2.9,7.6,4.8,-4.8,3.8,4.8,12.4,4.8,6.0,8.6,9.5,12.4,4.8,6.0,8.6,9.5,2.9,-4.8,-9.5,-1.0,3.6,,-4.76,3.24,8.24,8.24,-1.76,,5,3,1,1,4
Ceruledge,Fire,Ghost,525,75,125,80,60,100,85,9,Adamant,6.0,8.6,12.4,4.8,7.6,-8.6,3.8,3.8,-3.8,-1.0,-12.4,-3.8,2.9,-7.6,-4.8,-12.4,-3.8,2.9,-7.6,-4.8,-7.6,1.0,4.8,-2.9,4.0,,7.86,-1.14,-5.14,-5.14,-0.14,,1,3,4,4,2
Tadbulb,Electric, ,272,61,31,41,59,35,45,9,Modest,2.8,-3.7,-10.3,-1.5,-5.1,3.7,3.8,-6.6,2.2,-1.5,10.3,6.6,5.4,8.8,5.1,10.3,6.6,5.4,8.8,5.1,5.1,1.5,-5.1,3.7,4.1,,-3.55,0.31,7.26,7.26,1.86,,5,4,1,1,3
Bellibolt,Electric, ,495,109,64,91,103,83,45,9,Quiet,3.2,-5.5,-7.9,-3.8,3.8,5.5,4.6,-2.4,1.6,9.3,7.9,2.4,5.2,4.0,11.7,7.9,2.4,5.2,4.0,11.7,-3.8,-9.3,-11.7,-7.7,2.3,,-2.02,3.71,6.25,6.25,-6.05,,4,3,1,1,5
Wattrel,Electric,Flying,280,40,40,35,55,40,70,9,Hasty,3.6,1.8,-5.4,0.0,-10.7,-1.8,3.1,-7.1,-1.8,-12.5,5.4,7.1,4.9,5.4,-5.4,5.4,7.1,4.9,5.4,-5.4,10.7,12.5,5.4,10.7,6.3,,-2.14,-4.02,3.48,3.48,9.11,,4,5,2,2,1
Kilowattrel,Electric,Flying,490,70,70,60,105,60,125,9,Hasty,3.6,2.0,-7.1,2.0,-11.2,-2.0,3.1,-9.2,0.0,-13.3,7.1,9.2,5.4,9.2,-4.1,7.1,9.2,5.4,9.2,-4.1,11.2,13.3,4.1,13.3,6.4,,-2.14,-4.29,5.36,5.36,9.64,,4,5,2,2,1
Maschiff,Dark, ,340,60,78,60,40,51,51,9,Adamant,5.7,5.3,11.2,7.9,7.9,-5.3,4.4,5.9,2.6,2.6,-11.2,-5.9,2.9,-3.2,-3.2,-11.2,-5.9,2.9,-3.2,-3.2,-7.9,-2.6,3.2,0.0,3.8,,7.62,2.06,-4.12,-4.12,-0.72,,1,2,4,4,3
Mabosstiff,Dark, ,505,80,120,90,60,70,85,9,Adamant,5.9,5.9,11.9,9.9,6.9,-5.9,4.5,5.9,4.0,1.0,-11.9,-5.9,3.0,-2.0,-5.0,-11.9,-5.9,3.0,-2.0,-5.0,-6.9,-1.0,5.0,3.0,4.2,,8.12,1.88,-4.36,-4.36,0.84,,1,2,4,4,3
Shroodle,Poison,Normal,290,40,65,35,40,35,75,9,Hasty,5.6,10.3,8.6,10.3,-3.4,-10.3,3.0,-1.7,0.0,-13.8,-8.6,1.7,3.4,1.7,-12.1,-8.6,1.7,3.4,1.7,-12.1,3.4,13.8,12.1,13.8,6.5,,6.29,-4.57,-2.76,-2.76,9.91,,2,5,3,3,1
Grafaiai,Poison,Normal,485,63,95,65,80,72,110,9,Hasty,4.9,6.2,3.1,4.7,-3.1,-6.2,3.4,-3.1,-1.4,-9.3,-3.1,3.1,4.1,1.6,-6.2,-3.1,3.1,4.1,1.6,-6.2,3.1,9.3,6.2,7.8,5.7,,3.16,-3.33,-0.08,-0.08,6.41,,2,5,3,3,1
Bramblin,Grass,Ghost,275,40,65,30,45,35,60,9,Lonely,5.9,12.7,7.3,10.9,1.8,-12.7,2.7,-5.5,-1.8,-10.9,-7.3,5.5,4.1,3.6,-5.5,-7.3,5.5,4.1,3.6,-5.5,-1.8,10.9,5.5,9.1,5.5,,7.73,-5.64,0.09,0.09,5.82,,1,5,3,3,2
Brambleghast,Grass,Ghost,480,55,115,70,80,70,90,9,Lonely,6.0,9.4,7.3,9.4,5.2,-9.4,3.6,-2.1,0.0,-4.2,-7.3,2.1,4.2,2.1,-2.1,-7.3,2.1,4.2,2.1,-2.1,-5.2,4.2,2.1,4.2,4.7,,7.45,-2.40,-0.21,-0.21,1.98,,1,5,3,3,2
Toedscool,Ground,Grass,335,40,40,35,50,100,70,9,Hasty,3.0,1.5,-3.0,-17.9,-9.0,-1.5,2.6,-4.5,-19.4,-10.4,3.0,4.5,3.7,-14.9,-6.0,3.0,4.5,3.7,-14.9,-6.0,9.0,10.4,6.0,-9.0,5.2,,-5.07,-6.64,-1.94,-1.94,4.33,,4,5,2,2,1
Toedscruel,Ground,Grass,515,80,70,65,80,120,100,9,Hasty,3.4,1.0,-1.9,-9.7,-5.8,-1.0,3.2,-2.9,-10.7,-6.8,1.9,2.9,3.9,-7.8,-3.9,1.9,2.9,3.9,-7.8,-3.9,5.8,6.8,3.9,-3.9,4.9,,-2.62,-3.64,-0.58,-0.58,3.50,,4,5,2,2,1
